98.57, 760.0
84.86, 510.0
82.77, 600.0
102.49, 600.0
139.32, 730.0
145.0, 1290.0
148.0, 1100.0
65.82, 410.0
53.0, 240.0
88.96, 1000.0
86.36, 700.0
65.72, 455.0
88.0, 725.0
65.98, 600.0
99.0, 560.0
131.0, 975.0
59.53, 349.0
86.79, 508.0
110.19, 500.0
42.13, 320.0
89.91, 450.0
44.0, 320.0
107.16, 900.0
98.28, 574.0
109.68, 650.0
65.0, 450.0
103.8, 750.0
71.69, 440.0
94.38, 550.0
107.5, 760.0
85.29, 705.0
152.3, 1000.0
80.66, 665.0
88.0, 600.0
67.0, 350.0
87.0, 700.0
88.15, 430.0
104.14, 600.0
54.0, 250.0
65.44, 435.0
88.93, 525.0
51.0, 338.0
57.0, 500.0
66.94, 470.0
142.99, 800.0
69.16, 500.0
43.0, 202.0
177.0, 1120.0
131.73, 900.0
60.0, 220.0
83.0, 530.0
110.99, 630.0
49.95, 365.0
121.87, 748.0
70.0, 690.0
48.76, 230.0
88.73, 547.0
59.53, 355.0
85.49, 420.0
87.06, 570.0
77.0, 350.0
55.0, 354.0
120.94, 655.0
88.7, 560.0
76.31, 510.0
100.39, 610.0
124.88, 820.0
95.0, 480.0
44.28, 315.0
158.0, 1500.0
55.59, 235.0
87.32, 738.0
64.43, 440.0
77.2, 418.0
89.0, 750.0
130.4, 725.0
98.61, 505.0
55.34, 355.0
132.66, 944.0
88.7, 560.0
67.92, 408.0
88.88, 640.0
57.52, 370.0
71.0, 615.0
86.29, 650.0
51.0, 211.0
53.14, 350.0
63.38, 430.0
90.83, 660.0
95.05, 515.0
96.0, 650.0
135.24, 900.0
80.5, 640.0
132.0, 680.0
69.0, 450.0
56.39, 268.0
59.53, 338.0
74.22, 445.0
88.0, 780.0
112.41, 570.0
140.85, 760.0
108.33, 635.0
104.76, 612.0
86.67, 632.0
169.0, 1550.0
99.19, 570.0
95.0, 780.0
174.0, 1500.0
103.13, 565.0
107.0, 940.0
109.43, 880.0
91.93, 616.0
66.69, 296.0
57.11, 280.0
98.78, 590.0
40.09, 275.0
144.86, 850.0
110.99, 600.0
103.13, 565.0
87.0, 565.0
55.0, 347.0
53.75, 312.0
62.36, 480.0
135.4, 710.0
74.22, 450.0
96.35, 400.0
88.93, 542.0
98.0, 598.0
66.28, 530.0
119.2, 950.0
67.0, 415.0
68.9, 430.0
65.33, 400.0
55.0, 350.0
148.0, 1270.0
60.0, 307.0
88.83, 450.0
85.46, 430.0
137.57, 1130.0
90.59, 440.0
49.51, 220.0
96.87, 780.0
133.24, 820.0
84.0, 650.0
59.53, 420.0
59.16, 418.0
121.0, 670.0
53.0, 489.0
145.0, 1350.0
56.43, 260.0
71.8, 400.0
77.74, 370.0
59.16, 410.0
141.0, 820.0
87.28, 510.0
112.39, 666.0
119.0, 460.0
72.66, 395.0
120.8, 720.0
121.87, 750.0
64.43, 430.0
59.53, 400.0
106.69, 615.0
102.61, 575.0
61.64, 342.0
99.02, 750.0
88.04, 750.0
126.08, 750.0
145.0, 1280.0
84.0, 550.0
109.39, 700.0
199.96, 1850.0
88.0, 410.0
104.65, 750.0
81.0, 760.0
60.0, 230.0
108.0, 760.0
87.0, 550.0
88.15, 415.0
82.86, 490.0
152.0, 750.0
89.0, 565.0
43.5, 260.0
59.62, 356.0
96.6, 800.0
59.53, 450.0
67.48, 270.0
70.0, 455.0
102.84, 600.0
112.0, 423.0
90.23, 720.0
65.0, 380.0
89.67, 730.0
69.53, 480.0
182.36, 870.0
98.56, 569.0
65.0, 430.0
59.53, 325.0
159.83, 880.0
45.0, 260.0
92.64, 628.0
85.63, 413.0
100.43, 400.0
171.68, 1000.0
104.64, 720.0
52.46, 560.0
89.02, 420.0
166.11, 1160.0
67.21, 387.0
71.57, 420.0
68.07, 265.0
170.0, 1395.0
67.0, 455.0
73.5, 480.0
130.53, 760.0
96.04, 570.0
73.57, 265.0
128.6, 750.0
127.09, 870.0
71.0, 450.0
55.43, 230.0
103.0, 560.0
169.0, 1600.0
107.7, 815.0
153.61, 770.0
71.8, 450.0
87.76, 568.0
122.0, 970.0
58.75, 420.0
65.33, 310.0
80.63, 520.0
93.0, 350.0
59.62, 400.0
124.0, 890.0
105.79, 680.0
122.83, 668.0
67.09, 420.0
71.0, 350.0
127.23, 720.0
128.0, 780.0
77.9, 498.0
55.73, 213.0
91.39, 430.0
114.43, 860.0
125.0, 730.0
73.57, 270.0
59.56, 268.0
71.74, 395.0
88.12, 565.0
65.5, 340.0
81.0, 400.0
154.95, 900.0
67.0, 600.0
80.6, 580.0
148.0, 850.0
52.33, 475.0
122.54, 950.0
70.21, 400.0
63.0, 460.0
97.0, 750.0
100.19, 600.0
179.0, 895.0
69.8, 450.0
63.4, 480.0
65.72, 439.0
77.0, 350.0
137.68, 800.0
95.0, 590.0
68.07, 270.0
136.37, 1100.0
57.39, 218.0
83.72, 510.0
125.42, 920.0
99.51, 580.0
73.33, 625.0
53.17, 490.0
53.0, 480.0
51.0, 400.0
131.27, 780.0
95.37, 625.0
59.53, 400.0
88.8, 525.0
67.0, 310.0
129.76, 660.0
98.28, 580.0
101.44, 550.0
89.05, 710.0
157.77, 1310.0
84.73, 640.0
93.96, 540.0
55.24, 365.0
86.0, 740.0
65.8, 395.0
139.0, 1150.0
99.19, 540.0
88.0, 678.0
65.0, 440.0
138.37, 1060.0
65.33, 350.0
140.6, 850.0
90.46, 518.0
53.0, 485.0
73.9, 370.0
71.7, 280.0
80.73, 485.0
113.0, 570.0
97.0, 570.0
65.5, 340.0
77.74, 350.0
145.0, 1280.0
97.46, 800.0
88.8, 530.0
198.04, 1600.0
50.0, 270.0
60.0, 220.0
136.0, 858.0
67.07, 370.0
49.51, 220.0
67.0, 600.0
108.56, 810.0
96.52, 565.0
68.48, 435.0
65.84, 450.0
102.61, 590.0
101.69, 600.0
73.93, 520.0
57.0, 256.0
123.5, 1115.0
154.89, 1260.0
160.34, 1320.0
88.0, 715.0
71.0, 269.0
74.93, 405.0
73.6, 630.0
59.5, 380.0
84.0, 650.0
59.53, 370.0
45.0, 210.0
51.0, 350.0
107.56, 780.0
76.46, 418.0
83.0, 398.0
77.14, 305.0
71.0, 300.0
86.0, 680.0
52.37, 450.0
99.99, 530.0
52.91, 540.0
63.36, 299.0
60.51, 520.0
122.0, 950.0
96.73, 740.0
138.82, 860.0
99.0, 520.0
109.75, 570.0
112.89, 870.0
65.36, 420.0
110.19, 558.0
132.59, 980.0
128.78, 900.0
89.0, 1296.0
182.36, 980.0
146.41, 521.0
90.0, 428.0
157.0, 1280.0
89.0, 528.0
85.19, 695.0
61.0, 686.0
91.56, 720.0
126.25, 670.0
81.0, 775.0
117.31, 745.0
50.6, 350.0
138.53, 740.0
151.66, 1550.0
87.0, 745.0
65.0, 300.0
83.4, 535.0
67.06, 288.0
55.0, 340.0
79.0, 340.0
95.0, 760.0
77.0, 370.0
50.0, 360.0
97.0, 750.0
53.0, 465.0
60.0, 220.0
65.33, 293.0
153.0, 900.0
52.41, 518.0
69.0, 290.0
89.54, 700.0
53.0, 465.0
125.0, 760.0
103.0, 580.0
67.0, 310.0
69.0, 275.0
87.09, 495.0
102.71, 620.0
132.53, 820.0
62.0, 570.0
121.62, 780.0
80.03, 480.0
138.82, 950.0
107.0, 900.0
149.0, 930.0
68.74, 455.0
101.27, 488.0
55.0, 350.0
60.0, 240.0
97.0, 400.0
67.92, 450.0
87.86, 435.0
65.33, 365.0
70.23, 335.0
119.0, 940.0
85.68, 570.0
86.0, 520.0
125.0, 760.0
184.23, 1350.0
77.0, 485.0
57.0, 470.0
108.45, 750.0
107.02, 575.0
65.0, 478.0
97.0, 780.0
107.16, 920.0
53.75, 310.0
122.83, 700.0
63.3, 252.0
80.0, 560.0
123.82, 600.0
87.31, 405.0
126.54, 540.0
132.82, 800.0
152.73, 1280.0
109.0, 650.0
103.0, 845.0
59.62, 420.0
66.28, 525.0
96.33, 400.0
86.29, 350.0
78.78, 308.0
137.36, 1100.0
119.69, 530.0
126.08, 750.0
73.84, 490.0
73.0, 635.0
67.22, 400.0
87.98, 435.0
68.36, 270.0
73.0, 415.0
94.0, 600.0
107.07, 800.0
49.0, 260.0
156.0, 880.0
107.03, 830.0
198.75, 1550.0
60.92, 300.0
83.45, 540.0
57.39, 248.0
68.48, 450.0
140.86, 750.0
146.0, 1150.0
59.53, 430.0
77.14, 350.0
55.0, 360.0
80.15, 615.0
118.6, 660.0
63.3, 330.0
59.53, 350.0
59.65, 325.0
115.59, 470.0
71.0, 460.0
113.0, 500.0
94.7, 650.0
79.15, 460.0
150.04, 975.0
152.73, 1250.0
47.0, 230.0
146.67, 680.0
184.7, 980.0
60.06, 300.0
71.21, 485.0
124.88, 738.0
67.0, 600.0
167.28, 770.0
78.9, 320.0
118.4, 700.0
74.0, 620.0
61.38, 510.0
106.14, 585.0
109.0, 668.0
89.52, 800.0
130.29, 1100.0
136.0, 850.0
99.5, 580.0
84.02, 350.0
118.87, 413.0
88.31, 550.0
88.99, 610.0
65.82, 430.0
59.53, 350.0
120.94, 650.0
67.22, 410.0
184.0, 1380.0
156.45, 1200.0
79.0, 320.0
53.0, 459.0
160.7, 980.0
70.81, 360.0
110.94, 578.0
103.0, 600.0
80.66, 670.0
74.82, 315.0
140.09, 1140.0
89.62, 950.0
97.95, 570.0
88.0, 450.0
50.0, 400.0
112.39, 610.0
148.0, 1350.0
102.85, 565.0
126.71, 700.0
65.0, 350.0
69.0, 439.0
168.0, 770.0
61.88, 399.0
147.26, 1230.0
48.76, 210.0
67.22, 365.0
138.0, 1150.0
71.0, 325.0
115.46, 840.0
96.81, 740.0
90.21, 530.0
120.26, 650.0
53.0, 500.0
136.0, 1030.0
87.0, 660.0
134.6, 900.0
161.61, 850.0
88.88, 635.0
84.66, 485.0
81.79, 500.0
50.0, 259.0
121.0, 760.0
84.94, 595.0
73.32, 630.0
53.0, 500.0
97.86, 580.0
154.0, 1280.0
89.0, 395.0
163.66, 1080.0
101.95, 628.0
55.0, 348.0
68.48, 480.0
154.16, 780.0
157.21, 1350.0
111.0, 600.0
108.73, 580.0
53.0, 390.0
137.69, 810.0
170.83, 1290.0
67.0, 243.0
112.93, 600.0
161.0, 650.0
168.1, 1500.0
86.24, 670.0
63.0, 530.0
128.4, 950.0
98.28, 556.0
107.27, 570.0
84.0, 650.0
79.53, 480.0
110.96, 570.0
107.48, 810.0
56.88, 342.0
106.54, 540.0
59.62, 380.0
60.42, 222.0
88.31, 500.0
58.97, 236.0
88.84, 530.0
44.98, 208.0
167.28, 780.0
65.33, 300.0
55.0, 355.0
77.74, 350.0
78.81, 415.0
135.5, 1100.0
70.3, 380.0
57.0, 248.0
68.47, 330.0
59.42, 360.0
53.0, 202.0
42.13, 326.0
144.5, 1230.0
148.0, 650.0
81.0, 667.0
105.18, 590.0
59.53, 370.0
59.53, 450.0
133.8, 1090.0
59.53, 380.0
55.0, 380.0
53.0, 250.0
57.36, 258.0
137.68, 690.0
96.66, 550.0
49.95, 350.0
67.92, 430.0
81.33, 500.0
98.6, 600.0
76.61, 275.0
87.0, 438.0
84.0, 520.0
111.62, 920.0
153.44, 950.0
61.7, 320.0
90.21, 530.0
68.07, 260.0
98.43, 740.0
135.0, 800.0
65.0, 340.0
139.41, 670.0
72.66, 395.0
56.0, 240.0
84.02, 500.0
161.38, 1300.0
58.64, 420.0
80.42, 400.0
83.45, 560.0
103.0, 545.0
55.0, 380.0
128.0, 750.0
63.2, 440.0
138.01, 700.0
106.99, 625.0
109.01, 480.0
172.71, 1020.0
153.0, 1100.0
112.41, 578.0
138.01, 700.0
139.48, 900.0
103.13, 550.0
71.0, 283.0
96.0, 760.0
133.23, 830.0
79.43, 460.0
87.29, 700.0
65.82, 410.0
70.3, 376.0
96.36, 740.0
155.35, 1150.0
184.0, 1350.0
98.0, 580.0
71.0, 260.0
72.83, 470.0
95.85, 710.0
115.5, 640.0
89.0, 635.0
76.0, 475.0
125.86, 888.0
102.22, 638.0
78.0, 310.0
97.09, 800.0
112.0, 645.0
105.23, 570.0
100.74, 580.0
47.5, 430.0
106.54, 530.0
145.1, 1350.0
108.0, 790.0
59.79, 280.0
107.92, 800.0
124.75, 880.0
126.76, 710.0
91.14, 730.0
67.0, 620.0
137.76, 650.0
99.99, 600.0
150.67, 850.0
107.47, 750.0
138.53, 730.0
65.0, 438.0
53.23, 320.0
89.7, 780.0
134.62, 850.0
89.0, 735.0
59.53, 360.0
97.0, 600.0
